word1,word2,label
integral,whole,0
like,pet,1
round,thin,1
cold,passionless,0
proper,decent,0
unbounded,finite,1
dead,living,1
painstaking,conscientious,0
various,uncertain,0
true,truthful,0
haphazard,unplanned,0
sufficient,deficient,1
sticky,dry,1
mundane,everyday,0
miserly,greedy,0
lazy,sluggish,0
dark,blond,1
incorrect,right,1
transient,permanent,1
isotropic,anisotropic,1
ongoing,future,1
unenforceable,enforceable,1
prepared,disposed,0
heroic,noble,0
fastidious,difficult,0
uncoloured,coloured,1
fresh,old,1
angry,black,0
rough,smooth,1
great,neat,0
unimproved,improved,1
wide,closed,1
quick,lively,0
classy,cool,0
rude,bloody,0
armed,unarmed,1
extraordinary,singular,0
hereditary,familial,0
eastern,west,1
ready,willing,0
inorganic,organic,1
pleasant,nice,0
dishonest,deceitful,0
quick,alert,0
bent,crooked,0
pristine,original,0
great,long,0
gracious,nice,0
principal,subordinate,1
crooked,straight,1
dismal,dreary,0
geological,geologic,0
indifferent,concerned,1
supreme,subordinate,1
depraved,immoral,0
dismissive,interested,1
rightful,true,0
creative,destructive,1
intentional,unintentional,1
salty,sweet,1
boisterous,rough,0
composite,simple,1
acidic,amphoteric,1
plus,minus,1
low,refined,1
faithful,sincere,0
happy,unfortunate,1
equal,fellow,0
fresh,novel,0
smooth,soft,0
common,superior,1
low,small,0
transitory,permanent,1
outgoing,incoming,1
everyday,strange,1
righteous,holy,0
ultimate,first,1
detestable,abominable,0
everyday,casual,0
stubborn,inflexible,0
conventional,typical,0
big,mild,1
surprising,extraordinary,0
wrong,outside,1
positive,indisputable,0
last,best,1
stubby,long,1
uninvolved,involved,1
spiritual,bodily,1
trivial,common,0
internal,exterior,1
elusive,easy,1
resistant,susceptible,1
vertical,upright,0
grim,relentless,0
arrogant,high,0
sufficient,enough,0
strong,violent,0
unmixed,simple,0
fortunate,happy,0
normal,perpendicular,0
extraordinary,ordinary,1
sinful,criminal,0
central,middle,0
untraditional,traditional,1
bored,interested,1
insignificant,significant,1
inboard,outboard,1
subterranean,open,1
adjacent,near,0
light,thick,1
circular,perfect,0
brown,mahogany,0
connotative,denotative,1
corporeal,incorporeal,1
serious,sober,0
central,focal,0
good,propitious,0
awesome,amazing,0
disorderly,orderly,1
latter,last,0
basic,introductory,0
differential,special,0
overall,specific,1
pure,guiltless,0
profane,blasphemous,0
lay,professional,1
minimum,minimal,0
bad,negative,0
unmixed,pure,0
pure,impure,1
required,optional,1
fearless,courageous,0
volcanic,intrusive,1
soft,stony,1
small,large,1
tedious,boring,0
violent,natural,1
marked,unmarked,1
lifelong,short,1
great,foremost,0
fancy,plain,1
metaphorical,figurative,0
descriptive,prescriptive,1
close,careful,0
literal,false,1
lateral,mesial,1
double,single,1
mandatory,required,0
rigid,inflexible,0
unleaded,leaded,1
idiographic,nomothetic,1
spurious,genuine,1
dangerous,severe,0
immaterial,incorporeal,0
nude,clothed,1
untrustworthy,trustworthy,1
lightweight,important,1
crude,refined,1
balanced,unbalanced,1
nationalistic,chauvinistic,0
atypical,normal,1
clever,ingenious,0
cold,mild,1
unable,impotent,0
violent,gentle,1
legitimate,illegitimate,1
big,handsome,0
enhanced,better,0
adjoining,adjacent,0
athletic,vigorous,0
comic,farcical,0
synchronous,asynchronous,1
decent,fair,0
systematic,methodical,0
sectional,local,0
flat,erect,1
straight,square,0
formal,external,0
fresh,smart,0
annoyed,pleased,1
frozen,unfrozen,1
chilling,cold,0
brief,succinct,0
nonessential,essential,1
stripped,bare,0
dirty,nasty,0
palmate,simple,1
extensive,wide,0
popular,public,0
apathetic,indifferent,0
uninterested,interested,1
foul,filthy,0
tall,lofty,0
alternative,primary,1
free,enslaved,1
dictatorial,democratic,1
tractable,intractable,1
bankrupt,solvent,1
hot,glowing,0
cold,original,1
old,aged,0
dirty,foul,0
abusive,fraudulent,0
meaningless,meaningful,1
treacherous,perfidious,0
autonomic,voluntary,1
arabian,arab,0
matriarchal,patriarchal,1
outspoken,vocal,0
unstable,stable,1
compressed,thick,1
octogenarian,young,1
ecumenical,general,0
untalented,talented,1
particular,exceptional,0
productive,profitable,0
significant,insignificant,1
visionary,practical,1
wry,dry,0
transnational,multinational,0
determinate,indeterminate,1
juicy,luscious,0
privy,secret,0
syllabic,accentual,1
smooth,hard,1
extraordinary,enormous,0
rough,exact,1
mammoth,small,1
respectable,good,0
unreal,real,1
angular,straight,1
grotesque,monstrous,0
dull,boring,0
soft,resistant,1
rusty,dark,0
horrible,awful,0
prominent,outstanding,0
automated,manual,1
interested,uninvolved,1
quick,hasty,0
frozen,icy,0
responsible,irresponsible,1
overbearing,tyrannical,0
loose,responsible,1
chief,master,0
last,likely,1
diploid,haploid,1
plain,ornate,1
active,prompt,0
tragic,dramatic,0
silent,calm,0
frank,forthright,0
latter,aforementioned,1
sure,uncertain,1
dangerous,grave,0
crucial,essential,0
abaxial,adaxial,1
elegant,polished,0
brackish,sweet,1
ambitious,bold,0
light,demanding,1
exuberant,rich,0
qualitative,quantitative,1
aerial,real,1
dolichocephalic,brachycephalic,1
immense,small,1
essential,incidental,1
disabled,crippled,0
serrate,smooth,1
unloaded,loaded,1
pernicious,wicked,0
hot,acrid,0
foul,fair,1
delicate,easy,1
previous,late,0
fleshy,slender,1
limpid,clear,0
strong,ardent,0
ineffective,effective,1
youthful,old,1
geometric,geometrical,0
kind,cruel,1
close,generous,1
thick,extreme,0
inconvenient,embarrassing,0
unpaid,professional,1
unfocused,focused,1
mental,physical,1
nocturnal,diurnal,1
somatic,parietal,0
wealthy,opulent,0
vast,narrow,1
tropical,cold,1
sublime,solemn,0
sacred,profane,1
inclined,horizontal,1
offensive,inoffensive,1
angry,troublesome,0
taxable,exempt,1
southern,south,0
brownish,brown,0
false,mistaken,0
hostile,warlike,0
chauvinistic,nationalistic,0
cultured,refined,0
refreshing,old,1
interested,uninterested,1
compatible,incompatible,1
solid,profound,0
perpetual,eternal,0
additive,positive,0
mistaken,correct,1
subdued,soft,0
enormous,immense,0
deductive,inductive,1
logical,illogical,1
transferable,inalienable,1
accurate,incorrect,1
robust,forceful,0
crude,gross,0
grand,splendid,0
common,extraordinary,1
unipolar,bipolar,1
silent,noisy,1
noisy,silent,1
flat,dead,0
cool,uncool,1
important,valuable,0
painful,pleasant,1
waterlogged,marshy,0
deciduous,persistent,1
angular,sharp,0
compassionate,merciful,0
negative,good,1
courageous,fearless,0
illusory,real,1
impervious,pervious,1
spiritual,temporal,1
nice,pleasing,0
illiterate,educated,1
adequate,sufficient,0
gentle,wild,1
conscious,unconscious,1
compassionate,sympathetic,0
excited,calm,1
convenient,inconvenient,1
streaked,plain,1
gallant,brave,0
absurd,laughable,0
temporary,eternal,1
moral,incorruptible,0
standard,irregular,1
unripe,ripe,1
keen,intelligent,0
external,internal,1
natural,accustomed,0
unhappy,happy,1
dear,expensive,0
uncooked,cooked,1
terrestrial,arboreal,1
eloquent,articulate,0
kind,sympathetic,0
obedient,pious,0
viscous,thin,1
variant,same,1
uncivilized,barbaric,0
profound,superficial,1
sympathetic,compassionate,0
sweet,fair,0
imperial,supreme,0
inoffensive,harmless,0
sportive,serious,1
overt,covert,1
tricky,easy,1
voluntary,compulsory,1
fourteenth,14th,0
substantial,solid,0
disgusting,revolting,0
masculine,strong,0
perpendicular,horizontal,1
standard,nonstandard,1
sinhalese,sinhala,0
antagonistic,synergistic,1
wavy,straight,1
worldly,naive,1
gawky,awkward,0
irrational,unreasonable,0
safe,secure,0
oral,written,1
immoral,obscene,0
stark,desolate,0
resident,migratory,1
dangerous,critical,0
inexpensive,expensive,1
civilised,cultured,0
analog,digital,1
asexual,sexual,1
valiant,courageous,0
intuitive,deductive,1
present,past,1
secretive,private,0
gradual,abrupt,1
harsh,fine,1
disastrous,catastrophic,0
criminal,illegal,0
rich,gorgeous,0
grand,heroic,0
wicked,righteous,1
average,medium,0
heroic,grand,0
healthy,unhealthy,1
diminutive,large,1
assortative,disassortative,1
grand,stately,0
herbivorous,omnivorous,1
overcast,clear,1
landlocked,coastal,1
substantial,important,0
common,formal,1
evident,obvious,0
correct,inaccurate,1
good,distant,1
outspoken,frank,0
black,fortunate,1
common,frequent,0
genuine,counterfeit,1
bright,dark,1
exceptional,ordinary,1
venomous,toxic,0
round,exact,1
cheery,lively,0
peculiar,unusual,0
hazardous,safe,1
distinguished,celebrated,0
quantitative,qualitative,1
selfish,selfless,1
pink,pinkish,0
tilted,vertical,1
bisexual,female,1
compact,succinct,0
sonic,subsonic,1
arenaceous,argillaceous,1
sharp,pleasant,1
bare,simple,0
quick,impatient,0
dear,good,0
last,recent,0
low,light,0
venial,mortal,1
fertile,productive,0
experienced,green,1
zany,wacky,0
dead,active,1
natural,regular,0
record,low,0
ready,cheerful,0
divine,earthly,1
fraternal,paternal,1
accessible,inaccessible,1
high,mellow,0
bad,wicked,0
summary,abstract,0
fleshy,succulent,0
flippant,serious,1
tired,weary,0
familiar,common,0
bright,lively,0
synonymous,identical,0
subordinate,inferior,0
highbrow,lowbrow,1
bourgeois,conservative,0
sad,joyful,1
translucent,opaque,1
grey,young,1
economic,inefficient,1
unabridged,complete,0
soft,tough,1
genuine,authentic,0
mischievous,harmless,1
venerable,young,1
mexican,nahuatl,0
icy,arctic,0
indecent,decent,1
original,secondary,1
steady,unsteady,1
colossal,enormous,0
terrible,good,1
dishonorable,honorable,1
proportional,corresponding,0
bright,dim,1
amorphous,crystalline,1
longish,short,1
young,inexperienced,0
simple,homogenous,0
likely,agreeable,0
soft,mild,0
bleak,black,0
witty,sparkling,0
humble,lowly,0
disrespectful,uncivil,0
theoretical,empirical,1
superficial,trivial,0
glad,sad,1
brown,maroon,0
religious,strict,0
porous,impermeable,1
bad,genuine,1
obsolete,obscure,0
melodious,rich,0
inductive,deductive,1
thick,thin,1
blue,neutral,1
ineligible,eligible,1
zealous,ardent,0
covert,overt,1
serious,earnest,0
bare,covered,1
asian,asiatic,0
ornamental,fancy,0
pragmatic,philosophical,0
great,immense,0
predictable,unpredictable,1
practical,theoretical,1
mysterious,secret,0
new,experienced,1
easy,prosperous,0
biennial,perennial,1
operational,inactive,1
unequal,unjust,0
goofy,silly,0
black,mordant,0
gigantic,small,1
haughty,disdainful,0
religious,conscientious,0
cool,awkward,1
feeble,weak,0
popular,classic,1
popular,ordinary,0
insectivorous,carnivorous,1
smooth,bumpy,1
generous,magnanimous,0
divisional,whole,1
sore,severe,0
farthest,close,1
gracious,merciful,0
packed,full,0
unnamed,unknown,0
last,late,0
elevated,sublime,0
abundant,scarce,1
able,competent,0
tight,wet,0
habitual,usual,0
blank,full,1
aware,watchful,0
related,unrelated,1
mean,despicable,0
inclined,perpendicular,1
atomic,large,1
constant,invariant,0
destructive,creative,1
pure,stark,0
unfulfilled,successful,1
acyclic,cyclic,1
glacial,hot,1
whimsical,strange,0
specific,definite,0
uncertain,certain,1
rainy,sunny,1
hindu,indian,0
slow,fast,1
main,leading,0
respective,individual,0
identical,same,0
crenulate,smooth,1
responsive,unresponsive,1
boisterous,noisy,0
magnificent,grand,0
similar,such,0
polished,unpolished,1
intermediate,middle,0
tender,fond,0
enormous,tremendous,0
bright,smart,0
bare,plain,0
bare,barren,0
acid,alkali,1
whole,half,1
bright,vivid,0
shy,suspicious,0
regular,infrequent,1
mesial,distal,1
barren,sterile,0
artificial,contrived,0
tough,sturdy,0
negative,affirmative,1
undemocratic,democratic,1
contiguous,adjoining,0
quiet,noisy,1
adverse,favorable,1
far,close,1
slim,big,1
brittle,flexible,1
much,few,1
clockwise,counterclockwise,1
sublime,noble,0
emotional,excited,0
prime,original,0
sour,sweet,1
personal,movable,0
infallible,fallible,1
gentle,steep,1
unlawful,legal,1
needless,unnecessary,0
sharp,clever,0
unattractive,attractive,1
positive,certain,0
jealous,suspicious,0
hasty,quick,0
foundational,basic,0
pliable,elastic,0
crude,late,1
spoiled,bad,0
disinterested,uninterested,0
thoughtful,concerned,0
immoral,lewd,0
coniferous,deciduous,1
roomy,comfortable,0
divergent,parallel,1
overcast,cloudy,0
bottom,north,0
backward,undeveloped,0
tough,bad,0
oviparous,viviparous,1
immature,old,1
radical,extremist,0
frozen,liquid,1
unconventional,conventional,1
intense,deep,0
joint,concurrent,0
simple,natural,0
shallow,superficial,0
fruitful,barren,1
obligate,facultative,1
energetic,active,0
mistaken,right,1
stern,gloomy,0
unrestricted,restricted,1
patrilineal,matrilineal,1
false,untrue,0
available,present,0
rural,suburban,1
typical,distinctive,0
lazy,active,1
audacious,bold,0
destructive,productive,1
normative,descriptive,1
renowned,eminent,0
foremost,first,0
vegetative,sexual,1
reverse,normal,1
south,southern,0
unfeasible,possible,1
definite,clear,0
ridiculous,idiotic,0
lean,fat,1
greek,ionic,0
common,strange,1
good,well,0
black,negro,0
hard,diffuse,1
happy,unhappy,1
sinuous,straight,1
unarmed,armed,1
slight,frail,0
furious,angry,0
erstwhile,former,0
sinful,wrong,0
disadvantaged,privileged,1
reluctant,eager,1
unpleasant,pleasant,1
diagonal,vertical,1
unsound,valid,1
trustworthy,faithful,0
heavy,clear,1
smallish,large,1
weak,soft,0
prior,previous,0
unique,usual,1
vulnerable,invulnerable,1
equatorial,polar,1
brilliant,bright,0
cogent,strong,0
blue,cheerful,1
lean,rich,1
confidential,secret,0
indian,amerindian,0
remote,primary,0
moderate,extreme,1
high,mighty,0
strange,uncommon,0
long,little,1
fluorescent,dark,1
herbivorous,insectivorous,1
correct,right,0
upcoming,present,1
renowned,unknown,1
monogenetic,polygenetic,1
ipsilateral,contralateral,1
czech,czechoslovakian,0
blessed,happy,0
catholic,narrow,1
popular,democratic,0
official,public,0
median,peripheral,1
nationalistic,international,1
fashionable,current,0
physiological,mental,1
wasteful,efficient,1
traditionalist,liberal,1
earnest,eager,0
alive,dead,1
warm,frozen,1
magical,mystical,0
periodic,aperiodic,1
plural,singular,1
positive,negative,1
eternal,immutable,0
central,nuclear,0
odd,left,0
nice,correct,0
great,powerful,0
endemic,indigenous,0
specific,overall,1
stingy,miserly,0
sudden,abrupt,0
peculiar,odd,0
moderate,intense,1
open,protected,1
identical,distinct,1
innocent,corrupt,1
large,tiny,1
healthy,vigorous,0
slender,large,1
stark,pure,0
inconceivable,conceivable,1
fitting,proper,0
low,loud,1
dry,sweet,1
worthy,excellent,0
secondary,dominant,1
democratic,aristocratic,1
luxurious,grand,0
black,somber,0
traditional,unorthodox,1
remarkable,conspicuous,0
mesic,xeric,1
confused,disorganized,0
energetic,forceful,0
matrilocal,patrilocal,1
strong,sound,0
delicate,luxurious,0
gross,specific,1
usual,odd,1
extended,little,1
different,similar,1
second,back,0
wrong,right,1
solitary,social,1
formal,exact,0
cosmopolitan,endemic,1
magnificent,brilliant,0
plain,intelligible,0
proportionate,disproportionate,1
argentinian,argentine,0
warlike,military,0
tedious,interesting,1
loaded,empty,1
logical,inconsistent,1
long,elongated,0
widespread,specific,1
rare,thick,1
elevated,grand,0
articulate,inarticulate,1
negative,damaging,0
gaseous,liquid,1
important,esteemed,0
isolated,integrated,1
unobstructed,clear,0
fruitful,productive,0
lone,only,0
constant,determined,0
pictorial,vivid,0
renowned,notable,0
specific,universal,1
sudden,unexpected,0
playable,unplayable,1
viscous,glutinous,0
sharp,abrupt,0
adjoining,contiguous,0
polite,rude,1
affectionate,stern,1
infinite,finite,1
undersized,large,1
separate,collective,1
mighty,big,0
embryonic,mature,1
extensive,little,1
respectable,proper,0
brackish,fresh,1
awesome,awful,0
refined,elegant,0
uniform,heterogeneous,1
anti,pro,1
masculine,neuter,1
binaural,monaural,1
civil,uncivil,1
useless,useful,1
unacceptable,unwelcome,0
crowded,full,0
naive,informed,1
aperiodic,periodic,1
relational,absolute,1
sharp,sour,0
plain,patterned,1
familiar,strange,1
median,average,0
arbitrary,despotic,0
premier,last,1
coastal,inland,1
due,suitable,0
passive,active,1
constant,immutable,0
prospective,future,0
serene,bright,0
immediate,slow,1
inaccessible,available,1
equivocal,uncertain,0
banal,trite,0
comprehensive,exclusive,1
close,secret,0
foul,poor,0
transverse,cross,0
achievable,impossible,1
maximum,minimum,1
intrastate,interstate,1
workable,impossible,1
impolite,polite,1
unnecessary,necessary,1
bloodless,bloody,1
bloody,gory,0
pompous,arrogant,0
strange,extraordinary,0
leaky,tight,1
last,net,0
inedible,edible,1
medium,raw,1
mountainous,small,1
farsighted,nearsighted,1
uncertain,variable,0
white,colourful,1
fleshy,bony,1
commensurable,incommensurable,1
brutal,humane,1
northeastern,south,1
moist,dry,1
dark,cheerful,1
prescriptive,normative,0
impracticable,impossible,0
original,last,1
contradictory,compatible,1
pure,real,0
ultimate,proximate,1
important,unimportant,1
unwise,wise,1
unsteady,steady,1
incompatible,consistent,1
12th,twelfth,0
benevolent,kind,0
bountiful,generous,0
intrinsic,innate,0
reclusive,public,1
minimal,minimum,0
gallant,heroic,0
generous,noble,0
safe,unsafe,1
damp,humid,0
insane,sane,1
permeable,impermeable,1
stately,formal,0
fried,raw,1
median,distal,1
universal,total,0
overbearing,insolent,0
unfamiliar,familiar,1
deficient,inferior,0
witty,sharp,0
positive,actual,0
sexless,sexual,1
undercover,secret,0
contrary,repugnant,0
distinct,same,1
depraved,corrupt,0
passive,violent,1
lyric,dramatic,1
online,offline,1
malign,benign,1
salty,briny,0
vivid,spirited,0
subdued,bright,1
red,crimson,0
incompetent,competent,1
optional,obligatory,1
manual,automatic,1
common,vulgar,0
strict,severe,0
relative,absolute,1
manifest,visible,0
great,swell,0
early,late,1
single,double,1
uniform,irregular,1
costly,inexpensive,1
explosive,stable,1
medicinal,medical,0
superior,junior,1
contrary,favourable,1
petty,little,0
cloudy,clear,1
inaccurate,incomplete,0
proactive,passive,1
abnormal,extraordinary,0
sober,serious,0
wide,accurate,1
worth,valuable,0
wary,careful,0
questionable,uncertain,0
collateral,direct,1
sure,permanent,0
interesting,funny,0
sturdy,firm,0
tangible,intangible,1
harmful,beneficial,1
visual,visible,0
purple,imperial,0
tranquil,quiet,0
convenient,fit,0
aromatic,aliphatic,1
singular,remarkable,0
comparable,incomparable,1
notable,prominent,0
accurate,nice,0
spanish,castilian,0
oval,elliptic,0
northwest,south,1
lawless,unruly,0
mod,modern,0
premiere,last,1
comic,tragic,1
cortical,external,0
strong,hardy,0
sadistic,masochistic,1
hypothetical,actual,1
tart,tangy,0
graceful,refined,0
stout,thin,1
flat,dull,0
cooperative,separate,1
incomplete,imperfect,0
untried,untested,0
sober,intoxicated,1
lustrous,bright,0
deceitful,cunning,0
remote,close,1
hellish,heavenly,1
ironic,dry,0
unobtainable,available,1
consistent,heterogeneous,1
final,eventual,0
gray,immature,1
pleasant,unpleasant,1
mundane,routine,0
normal,paranormal,1
novel,rare,0
primary,original,0
tame,wild,1
demonic,satanic,0
sad,touching,0
explicit,implicit,1
tragic,terrible,0
liberal,broad,0
coastal,littoral,0
democratic,undemocratic,1
connected,wireless,1
high,tall,0
xeric,mesic,1
secure,certain,0
lengthy,short,1
orthodox,heretical,1
spicy,savory,0
contingent,impossible,1
spiritual,pure,0
contemporary,archaic,1
questionable,controversial,0
heavy,leaden,0
considerable,fair,0
natural,native,0
square,straight,0
delicate,exquisite,0
ordinary,medium,0
personalized,individualized,0
intense,acute,0
eccentric,whimsical,0
basilar,inferior,0
blank,vacant,0
false,honest,1
trite,banal,0
free,exact,1
common,commonplace,0
breezy,brisk,0
tolerant,kind,0
simple,compound,1
venomous,deadly,0
unable,strong,1
cerebral,emotional,1
barbarian,foreign,0
elementary,hard,1
synthetic,analytic,1
eccentric,conventional,1
definite,precise,0
polar,same,1
monochromatic,colorful,1
unwholesome,wholesome,1
little,large,1
sundry,various,0
incredible,credible,1
unknown,known,1
super,little,1
considerable,large,0
precious,dear,0
available,unavailable,1
instinctive,intuitive,0
firm,stiff,0
interesting,exciting,0
offensive,rude,0
known,unknown,1
minimal,maximum,1
outside,indoor,1
logical,irrational,1
actual,very,0
direct,alternating,1
poignant,moving,0
individual,common,1
unlucky,lucky,1
innocent,criminal,1
dangerous,delicate,0
broad,plain,0
near,immediate,0
innate,intrinsic,0
informative,illuminating,0
limited,qualified,0
antisocial,social,1
intimate,close,0
victorious,unsuccessful,1
coarse,fine,1
ferocious,barbarous,0
fugitive,long,1
official,private,1
superb,fine,0
single,multiple,1
uncertain,sure,1
erroneous,false,0
archetypal,original,0
muddy,clear,1
erroneous,misleading,0
specific,general,1
individual,general,1
sorry,good,1
common,customary,0
glad,pleased,0
isotonic,hypotonic,1
devout,holy,0
romantic,picturesque,0
gentle,aristocratic,0
false,constant,1
logical,sound,0
unlikely,probable,1
equipped,unprepared,1
faint,weak,0
unsupportive,supportive,1
clear,thick,1
gloomy,melancholy,0
ordinary,customary,0
inverse,direct,1
alcoholic,strong,0
hot,brisk,0
chemical,analytical,0
strong,sticky,0
sound,unharmed,0
imperfective,perfective,1
sullen,dark,0
impure,immoral,0
illiquid,liquid,1
anxious,restless,0
multinational,national,1
balmy,mild,0
muddy,dry,1
passionate,ardent,0
average,median,0
quiet,undisturbed,0
nice,kind,0
late,former,0
low,proud,1
asynchronous,synchronous,1
painless,hard,1
rural,rustic,0
amateur,corinthian,0
watery,liquid,0
outdoor,indoor,1
virtuous,brave,0
secret,unclassified,1
respective,particular,0
thorough,good,0
thermal,cold,1
black,open,1
untrammeled,free,0
valid,powerful,0
dissimilar,like,1
principal,primary,0
surgical,medical,1
consecutive,nonconsecutive,1
selective,inclusive,1
free,barren,0
archaic,primitive,0
adept,skillful,0
spiritual,intellectual,0
positive,informal,1
spontaneous,voluntary,0
static,changeable,1
unknown,nameless,0
avoidable,unavoidable,1
secret,privy,0
lonely,solitary,0
useful,advantageous,0
persian,iranian,0
brave,weak,1
clear,cloudy,1
19th,nineteenth,0
potent,influential,0
brachycephalic,dolichocephalic,1
doable,impossible,1
popular,classical,1
unlike,similar,1
copious,full,0
high,fragrant,1
young,grown,1
unwarranted,unfounded,0
urban,rustic,1
available,advantageous,0
fresh,tired,1
fantastic,ordinary,1
heavy,hard,0
public,individual,1
informed,uninformed,1
princely,royal,0
affirmative,neutral,1
sincere,frank,0
sham,real,1
red,cochineal,0
aged,young,1
sparkling,witty,0
pretty,neat,0
tacit,explicit,1
good,advantageous,0
stiff,formal,0
auspicious,inauspicious,1
other,familiar,1
symptomatic,asymptomatic,1
good,unskilled,1
outstanding,distinguished,0
indecisive,decisive,1
stationary,moving,1
conventional,artificial,0
sweet,gracious,0
aquatic,amphibious,1
incomplete,complete,1
accessible,ready,0
endemic,foreign,1
manual,mechanical,1
intact,broken,1
discrete,integrated,1
rear,early,0
reckless,negligent,0
precise,incorrect,1
mental,interior,0
thin,significant,1
penal,legal,1
western,west,0
frank,generous,0
hard,firm,0
pubescent,hairless,1
counterfeit,genuine,1
homophonic,polyphonic,1
detailed,particular,0
coercive,compulsory,0
juvenile,mature,1
dull,awkward,0
recent,old,1
particular,special,0
opposed,hostile,0
semiaquatic,terrestrial,1
capable,comprehensive,0
filthy,impure,0
abominable,detestable,0
sane,crazy,1
wise,skillful,0
roman,oblique,1
doubtful,certain,1
reliable,certain,0
cathartic,purgative,0
unaware,ignorant,0
tight,whole,0
square,even,0
concise,succinct,0
volatile,constant,1
original,pristine,0
good,merciful,0
famed,famous,0
undefined,vague,0
good,adapted,0
warty,smooth,1
untrue,true,1
dead,deceased,0
intrinsic,real,0
upright,vertical,0
morbid,grim,0
naive,experienced,1
enormous,little,1
ugly,beautiful,1
peculiar,singular,0
first,foremost,0
subsonic,transonic,1
concentrated,hard,0
aqueous,igneous,1
different,identical,1
horrid,good,1
optional,compulsory,1
stupid,intelligent,1
fake,bogus,0
moral,physical,1
cheap,inexpensive,0
wonderful,surprising,0
constant,solid,0
unwitting,witting,1
coarse,refined,1
humane,inhumane,1
unabridged,abridged,1
deep,narrow,1
sticky,viscid,0
barbarous,foreign,0
final,extreme,0
many,numerous,0
heartfelt,earnest,0
unique,multiple,1
native,creole,0
artificial,natural,1
safe,good,0
particular,respective,0
ongoing,past,1
dull,sharp,1
wary,cautious,0
filthy,obscene,0
informative,normative,1
few,many,1
short,brittle,0
stupid,dumb,0
charming,amiable,0
transparent,thick,1
sick,crazy,0
dual,single,1
mental,emotional,0
vertical,horizontal,1
thinkable,unthinkable,1
early,other,0
dangerous,bad,0
inaccessible,accessible,1
general,local,1
mythical,fictitious,0
ultrasonic,infrasonic,1
thick,great,0
short,sufficient,1
angry,dark,0
destitute,free,0
effective,good,0
fine,thick,1
obtuse,acute,1
handy,ready,0
supporting,second,0
cancerous,noncancerous,1
destructive,constructive,1
inadmissible,admissible,1
stereo,monaural,1
justifiable,excusable,0
usual,strange,1
natural,processed,1
moderate,steep,1
minuscule,tiny,0
damp,dry,1
gloomy,light,1
unusual,commonplace,1
incidental,accidental,0
green,recent,0
pragmatic,realistic,0
sad,sorrowful,0
sparkling,lively,0
lackluster,mediocre,0
upset,unhappy,0
ovoviviparous,oviparous,1
deep,rich,0
treacherous,safe,1
prescriptive,proscriptive,1
woolly,hairless,1
clean,light,0
erroneous,right,1
formal,stately,0
lucrative,profitable,0
white,cold,1
unhelpful,helpful,1
tremendous,little,1
regulated,unregulated,1
distant,faint,0
great,ordinary,1
westerly,western,0
pitiful,sad,0
ready,fitted,0
surprised,unexpected,0
depressed,thick,1
informative,uninformative,1
operative,effective,0
underground,subterranean,0
married,single,1
raucous,rough,0
favorable,conducive,0
strict,rigorous,0
mere,pure,0
short,crisp,0
efficient,inefficient,1
confidential,private,0
miserable,bad,0
tortuous,oblique,0
skillful,able,0
short,tall,1
slack,tense,1
bony,skeletal,0
sympathomimetic,adrenergic,0
contradictory,consistent,1
heavy,lean,1
awesome,cool,0
unchanging,stable,0
good,beneficial,0
thin,slight,0
thin,important,1
confederate,northern,1
unnatural,abnormal,0
recent,late,0
ornamental,decorative,0
reddish,neutral,1
triploid,diploid,1
shaggy,smooth,1
pious,devout,0
sour,dark,0
dark,active,1
eminent,celebrated,0
recent,obsolete,1
callous,unfeeling,0
abnormal,normal,1
postnatal,perinatal,1
unfinished,incomplete,0
rotten,fresh,1
obsessional,compulsive,0
geocentric,heliocentric,1
horizontal,inclined,1
flamboyant,plain,1
legitimate,illegal,1
posterior,anterior,1
possible,impossible,1
transparent,translucent,0
deserving,undeserving,1
cardinal,ordinal,1
dishonest,honest,1
equal,parallel,0
pronounced,broad,0
insufficient,sufficient,1
unlimited,limited,1
total,sum,0
upper,inferior,1
uniform,constant,0
troublesome,easy,1
brawny,muscular,0
free,liberated,0
busy,idle,1
absurd,illogical,0
useful,beneficial,0
simple,harmless,0
unfounded,wild,0
tidy,neat,0
apolitical,political,1
minor,major,1
linear,nonlinear,1
pregnant,significant,0
hooked,curved,0
inflammatory,healthy,1
worldwide,local,1
accurate,wrong,1
grim,unforgiving,0
unfeeling,callous,0
unwritten,written,1
castilian,spanish,0
warm,comfortable,1
bare,full,1
right,suitable,0
sacred,secular,1
moody,gloomy,0
righteous,honest,0
early,precocious,0
carnivorous,omnivorous,1
good,unfortunate,1
pale,sickly,0
wanton,malicious,0
neuter,masculine,1
involuntary,voluntary,1
immediate,instant,0
molecular,molar,1
moody,sad,0
spiritual,secular,1
beautiful,lustrous,0
meaningless,insignificant,0
susceptible,sensitive,0
like,different,1
shallow,deep,1
cruel,savage,0
joint,siamese,0
magnanimous,generous,0
constant,consistent,0
compressed,open,1
conditional,absolute,1
civilized,uncivilized,1
open,restricted,1
docile,compliant,0
diamagnetic,ferromagnetic,1
inauspicious,unlucky,0
eldest,last,1
sentimental,tough,1
vestigial,developed,1
amazing,awesome,0
lipophilic,polar,1
tame,mild,0
heterogeneous,homogenous,1
petite,small,0
unselfish,generous,0
jumbo,small,1
like,opposite,1
alternative,conventional,1
lesbian,erotic,0
continuous,discontinuous,1
uninformative,informative,1
interstate,intrastate,1
monogamous,polygamous,1
