word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
deal,sight,0,0,0,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
decadent,effete,0,1,0,6,0.75,0.2857142857142857,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
deceitful,false,0,1,0,9,1.0,0.3,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
deceit,guile,0,0,0,6,1.0,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
deceiver,impostor,0,1,0,7,0.875,0.18181818181818182,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
deceleration,acceleration,1,1,1,2,0.16666666666666666,0.9,0,True,True,both,"(0,0.2]","(0.8,1.0]",0
decentralisation,centralisation,1,1,1,2,0.125,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
decentralise,centralise,1,1,1,2,0.16666666666666666,0.9,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
decentralization,centralization,1,1,1,2,0.125,0.9090909090909091,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
decentralized,centralized,1,1,1,2,0.15384615384615385,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
decent,proper,0,0,0,6,1.0,0.125,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
deceptive,false,0,1,0,8,0.8888888888888888,0.09090909090909091,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
decipher,encode,1,0,0,6,0.75,0.3333333333333333,2,False,False,neither,"(0.6,0.8]","(0.2,0.4]",2
declassify,classify,1,1,1,2,0.2,0.7777777777777778,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
decline,ameliorate,1,0,1,7,0.7,0.2727272727272727,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
decline,ascent,1,1,1,5,0.7142857142857143,0.3333333333333333,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
decorative,functional,1,0,0,10,1.0,0.38461538461538464,0,False,False,neither,"(0.8,1.0]","(0.2,0.4]",0
decrease,increase,1,1,1,2,0.25,0.625,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
decrease,rise,1,1,1,5,0.625,0.42857142857142855,4,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
decriminalization,criminalization,1,1,1,2,0.11764705882352941,0.8333333333333334,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
deduction,addition,1,1,1,4,0.4444444444444444,0.5555555555555556,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
deep,mild,1,1,1,4,1.0,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
deep,shallow,1,0,1,7,1.0,0.0,3,False,True,dual_only,"(0.8,1.0]",0,3-5
deep,superficial,1,1,1,10,0.9090909090909091,0.18181818181818182,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
deep,thorough,0,0,0,8,1.0,0.0,4,True,True,both,"(0.8,1.0]",0,3-5
deface,destroy,0,1,0,5,0.7142857142857143,0.2,1,False,True,dual_only,"(0.6,0.8]","(0,0.2]",1
default,payment,1,1,1,6,0.8571428571428571,0.2727272727272727,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
defence,denial,0,1,1,5,0.7142857142857143,0.375,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
defense,offense,1,0,1,2,0.2857142857142857,0.6666666666666666,0,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",0
defense,prosecution,1,1,1,10,0.9090909090909091,0.25,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
defensive,offensive,1,1,1,2,0.2222222222222222,0.75,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
deficient,abundant,1,1,1,7,0.7777777777777778,0.3,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
deficit,lead,1,1,1,6,0.8571428571428571,0.25,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
deflate,inflate,1,1,1,2,0.2857142857142857,0.625,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
defunct,live,1,1,1,7,1.0,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
defuse,fuse,1,1,1,2,0.3333333333333333,0.8,2,True,True,both,"(0.2,0.4]","(0.6,0.8]",2
defy,dare,0,1,1,3,0.75,0.3333333333333333,0,False,False,neither,"(0.6,0.8]","(0.2,0.4]",0
degeneracy,corruption,0,1,0,10,1.0,0.23076923076923078,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
degeneration,development,1,1,1,9,0.75,0.38461538461538464,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
degeneration,regeneration,1,1,1,1,0.08333333333333333,0.8888888888888888,0,True,True,both,"(0,0.2]","(0.8,1.0]",0
dehumidify,humidify,1,1,1,2,0.2,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
deify,exalt,0,1,0,5,1.0,0.1111111111111111,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
dejected,despondent,0,1,0,7,0.7,0.3333333333333333,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
deleterious,harmless,1,0,1,9,0.8181818181818182,0.3333333333333333,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
delete,omit,0,0,0,5,0.8333333333333334,0.14285714285714285,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
delicate,fragile,0,0,0,7,0.875,0.4,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
delicate,soft,0,0,0,7,0.875,0.1,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
demeanor,conduct,0,0,0,8,1.0,0.3,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
dementia,insanity,0,0,0,7,0.875,0.4444444444444444,0,True,True,both,"(0.8,1.0]","(0.4,0.6]",0
demise,lease,0,0,1,3,0.5,0.2857142857142857,1,True,False,bert_only,"(0.4,0.6]","(0.2,0.4]",1
democracy,republic,0,1,0,7,0.7777777777777778,0.23076923076923078,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
demonstrate,certify,0,0,0,9,0.8181818181818182,0.23076923076923078,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
demonstrate,march,0,0,0,9,0.8181818181818182,0.2727272727272727,6,True,True,both,"(0.8,1.0]","(0.2,0.4]",6+
demon,daemon,0,1,0,1,0.16666666666666666,0.8333333333333334,1,False,True,dual_only,"(0,0.2]","(0.8,1.0]",1
demote,promote,1,0,1,3,0.42857142857142855,0.5714285714285714,1,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",1
denominator,numerator,1,1,1,5,0.45454545454545453,0.7,2,True,True,both,"(0.4,0.6]","(0.6,0.8]",2
density,dispersion,1,1,1,6,0.6,0.5,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
density,distribution,1,0,1,9,0.75,0.45454545454545453,5,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
denticulate,smooth,1,1,1,10,0.9090909090909091,0.07692307692307693,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
deny,refuse,0,1,0,5,0.8333333333333334,0.125,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
depart,perish,0,1,0,5,0.8333333333333334,0.3333333333333333,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
dependent,independent,1,1,1,2,0.18181818181818182,0.8333333333333334,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
dependent,subject,0,0,0,7,0.7777777777777778,0.2,2,True,True,both,"(0.6,0.8]","(0,0.2]",2
depict,read,0,0,0,5,0.8333333333333334,0.25,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
deport,repatriate,1,1,1,6,0.6,0.5,4,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
deposit,draw,1,1,1,6,0.8571428571428571,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
deposit,free,1,1,1,7,1.0,0.1111111111111111,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
deposit,sublimate,0,0,1,8,0.8888888888888888,0.3333333333333333,2,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",2
deposit,withdrawal,1,1,1,10,1.0,0.25,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
depressed,elated,1,1,1,6,0.6666666666666666,0.25,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
depressed,miserable,0,1,0,8,0.8888888888888888,0.3,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
depressed,unhappy,0,1,0,9,1.0,0.1,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
deprive,present,1,0,1,6,0.8571428571428571,0.3333333333333333,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
deregulate,regulate,1,1,1,2,0.2,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
derivational,inflectional,1,1,1,6,0.5,0.5833333333333334,0,True,True,both,"(0.4,0.6]","(0.4,0.6]",0
derivation,derivative,0,1,0,2,0.2,0.7777777777777778,0,False,True,dual_only,"(0,0.2]","(0.6,0.8]",0
derive,draw,0,0,0,4,0.6666666666666666,0.2857142857142857,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
descendant,ancestor,1,1,1,8,0.8,0.6666666666666666,2,True,True,both,"(0.6,0.8]","(0.6,0.8]",2
describe,class,0,0,0,7,0.875,0.2222222222222222,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
describe,distinguish,0,0,0,8,0.7272727272727273,0.25,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
desert,fail,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
designer,decorator,0,0,0,6,0.6666666666666666,0.2727272727272727,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
design,create,0,0,0,6,1.0,0.1,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
design,sketch,0,0,0,6,1.0,0.2,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
desirable,undesirable,1,1,1,2,0.18181818181818182,0.8,2,True,True,both,"(0,0.2]","(0.6,0.8]",2
desire,burn,0,0,0,5,0.8333333333333334,0.125,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
desire,list,0,0,0,5,0.8333333333333334,0.2857142857142857,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
desire,wish,0,0,0,5,0.8333333333333334,0.2857142857142857,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
desist,continue,1,1,1,7,0.875,0.3333333333333333,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
desist,take,1,0,1,6,1.0,0.2857142857142857,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
desolate,stark,0,0,0,6,0.75,0.3333333333333333,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
despicable,vile,0,0,0,7,0.7,0.3,6,True,True,both,"(0.6,0.8]","(0.2,0.4]",6+
despise,esteem,1,1,1,5,0.7142857142857143,0.2857142857142857,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
despise,ignore,0,1,0,6,0.8571428571428571,0.2222222222222222,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
despondent,dejected,0,1,0,7,0.7,0.3333333333333333,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
destitute,barren,0,0,0,9,1.0,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
detached,attached,1,0,1,2,0.25,1.0,0,False,True,dual_only,"(0.2,0.4]","(0.8,1.0]",0
detailed,full,0,0,0,7,0.875,0.125,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
detain,free,1,0,1,6,1.0,0.125,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
detain,rush,1,0,1,6,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
detest,love,1,1,1,5,0.8333333333333334,0.14285714285714285,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
detriment,benefit,1,0,1,7,0.7777777777777778,0.4444444444444444,2,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",2
devalue,revalue,1,1,1,1,0.14285714285714285,0.7142857142857143,0,True,True,both,"(0,0.2]","(0.6,0.8]",0
devastate,demolish,0,0,0,7,0.7777777777777778,0.2727272727272727,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
devilish,wicked,0,0,0,7,0.875,0.3,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
devil,god,1,0,1,5,1.0,0.14285714285714285,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
devise,say,0,1,0,6,1.0,0.14285714285714285,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
devout,sincere,0,0,0,7,1.0,0.09090909090909091,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
diachronic,historical,0,0,1,8,0.8,0.5454545454545454,0,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",0
diamagnetism,paramagnetism,1,1,1,3,0.23076923076923078,0.7272727272727273,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
differentiate,dedifferentiate,1,1,1,2,0.13333333333333333,1.0,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
differentiate,integrate,1,0,1,8,0.6153846153846154,0.6666666666666666,4,False,True,dual_only,"(0.6,0.8]","(0.6,0.8]",3-5
different,same,1,1,1,8,0.8888888888888888,0.1,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
differ,equal,1,1,1,6,1.0,0.1111111111111111,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
difficulty,simplicity,1,0,1,6,0.6,0.45454545454545453,0,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",0
difficult,austere,0,0,1,9,1.0,0.18181818181818182,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
difficult,easy,1,1,1,9,1.0,0.0,5,True,True,both,"(0.8,1.0]",0,3-5
difficult,hard,0,0,0,9,1.0,0.1,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
diffuse,hard,1,1,1,7,1.0,0.1111111111111111,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
diffuse,penetrate,0,0,0,8,0.8888888888888888,0.09090909090909091,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
diffuse,wide,0,1,0,5,0.7142857142857143,0.42857142857142855,3,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
dignified,majestic,0,0,0,8,0.8888888888888888,0.16666666666666666,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
dilate,reduce,1,1,1,5,0.8333333333333334,0.2222222222222222,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
diluted,concentrated,1,0,1,9,0.75,0.2727272727272727,5,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
diminished,small,0,1,0,9,0.9,0.2222222222222222,5,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
diminish,enlarge,1,1,1,8,1.0,0.09090909090909091,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
diminuendo,crescendo,1,1,1,6,0.6,0.4,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
diminution,augmentation,1,1,1,6,0.5,0.6,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
dim,black,0,0,0,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
dim,bright,1,0,1,5,0.8333333333333334,0.125,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
diol,glycol,0,1,1,4,0.6666666666666666,0.2857142857142857,2,False,False,neither,"(0.6,0.8]","(0.2,0.4]",2
diploid,polyploid,1,1,1,4,0.4444444444444444,0.8333333333333334,2,True,True,both,"(0.4,0.6]","(0.8,1.0]",2
direct,comparative,1,0,1,10,0.9090909090909091,0.45454545454545453,5,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",3-5
direct,lead,0,0,1,5,0.8333333333333334,0.25,2,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",2
direct,organise,0,0,0,8,1.0,0.2727272727272727,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
direct,plain,0,1,0,6,1.0,0.1,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
direct,retrograde,1,0,1,9,0.9,0.4444444444444444,4,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",3-5
direct,secondary,1,0,1,9,1.0,0.36363636363636365,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
dirty,clean,1,0,1,5,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
dirty,clean,1,0,1,5,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
dirty,clean,1,0,1,5,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
dirty,clean,1,0,1,5,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
disability,ability,1,1,1,3,0.3,0.75,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
disability,capacity,1,1,1,6,0.6,0.4,2,True,True,both,"(0.4,0.6]","(0.2,0.4]",2
disability,potential,1,1,1,9,0.9,0.3333333333333333,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
disadvantageous,advantageous,1,1,1,3,0.2,0.9090909090909091,3,True,True,both,"(0,0.2]","(0.8,1.0]",3-5
disagreeable,agreeable,1,1,1,3,0.25,0.6666666666666666,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
disagree,fit,1,0,1,7,0.875,0.1111111111111111,5,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
disagree,match,1,0,0,7,0.875,0.09090909090909091,3,False,False,neither,"(0.8,1.0]","(0,0.2]",3-5
disappointed,successful,1,0,1,11,0.9166666666666666,0.15384615384615385,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
disappoint,fail,0,1,0,8,0.8,0.2,6,False,True,dual_only,"(0.6,0.8]","(0,0.2]",6+
disassociation,association,1,1,1,3,0.21428571428571427,0.875,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
disbelief,belief,1,1,1,3,0.3333333333333333,0.7142857142857143,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
discharge,empty,0,1,0,9,1.0,0.07692307692307693,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
discharge,exonerate,0,1,1,8,0.8888888888888888,0.23076923076923078,0,False,False,neither,"(0.8,1.0]","(0.2,0.4]",0
discharge,explosion,0,0,1,9,1.0,0.21428571428571427,0,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",0
discipline,drill,0,0,0,7,0.7,0.3333333333333333,5,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
discontinue,continue,1,1,1,3,0.2727272727272727,0.7777777777777778,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
discontinue,keep,1,1,1,11,1.0,0.09090909090909091,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
discontinue,preserve,1,1,1,10,0.9090909090909091,0.16666666666666666,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
discontinue,proceed,1,1,1,10,0.9090909090909091,0.36363636363636365,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
discount,surcharge,1,1,1,8,0.8888888888888888,0.23076923076923078,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
diseased,healthy,1,1,1,7,0.875,0.2222222222222222,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
diseased,sick,0,1,0,7,0.875,0.2857142857142857,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
disgusted,sick,0,0,0,8,0.8888888888888888,0.2222222222222222,5,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
dish,beauty,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
disincentive,incentive,1,1,1,3,0.25,0.75,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
disinherit,bequeath,1,0,1,9,0.9,0.25,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
disinter,bury,1,1,0,8,1.0,0.1,4,True,False,bert_only,"(0.8,1.0]","(0,0.2]",3-5
dismal,gloomy,0,0,0,6,1.0,0.2222222222222222,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
dismiss,discount,0,1,1,5,0.625,0.3333333333333333,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
dismiss,engage,1,0,1,7,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
disobedience,obedience,1,1,1,3,0.25,0.875,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
disorderly,irregular,0,0,0,8,0.8,0.36363636363636365,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
disorganization,organization,1,1,1,3,0.2,0.8,3,True,True,both,"(0,0.2]","(0.6,0.8]",3-5
disorganize,organize,1,1,1,3,0.2727272727272727,0.8,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
disown,leave,1,0,1,6,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
dispose,apply,0,1,0,6,0.8571428571428571,0.1111111111111111,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
disproof,proof,1,1,1,3,0.375,0.5714285714285714,3,True,True,both,"(0.2,0.4]","(0.4,0.6]",3-5
disproportionate,proportionate,1,1,1,3,0.1875,0.8,3,True,True,both,"(0,0.2]","(0.6,0.8]",3-5
disprove,confirm,1,1,1,8,1.0,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
dispute,resist,0,0,0,5,0.7142857142857143,0.5,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
dispute,struggle,0,0,0,7,0.875,0.4,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
disqualification,qualification,1,1,1,3,0.1875,0.8333333333333334,3,True,True,both,"(0,0.2]","(0.8,1.0]",3-5
disregard,attend,1,0,1,7,0.7777777777777778,0.3333333333333333,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
disregard,consideration,1,0,1,10,0.7692307692307693,0.5454545454545454,4,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",3-5
disrepute,reputation,1,1,1,8,0.8,0.5454545454545454,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
disrespectful,contemptuous,0,0,0,10,0.7692307692307693,0.42857142857142855,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
dissent,allow,1,1,1,7,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
dissent,concur,1,1,1,7,1.0,0.1,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
dissent,follow,1,1,1,7,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
dissent,hold,1,1,1,7,1.0,0.1111111111111111,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
dissimilation,assimilation,1,1,1,2,0.15384615384615385,0.8888888888888888,1,True,True,both,"(0,0.2]","(0.8,1.0]",1
dissipate,spend,0,0,1,7,0.7777777777777778,0.5,4,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",3-5
dissipation,diffusion,0,1,1,6,0.5454545454545454,0.5,2,False,False,neither,"(0.4,0.6]","(0.4,0.6]",2
dissolution,solution,0,1,1,3,0.2727272727272727,0.875,3,False,False,neither,"(0.2,0.4]","(0.8,1.0]",3-5
dissonance,harmony,1,1,1,8,0.8,0.25,3,True,True,both,"(0.6,0.8]","(0.2,0.4]",3-5
dissuade,persuade,1,1,1,3,0.375,0.625,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
distant,cold,0,1,0,7,1.0,0.1111111111111111,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
distant,remote,0,1,0,7,1.0,0.1,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
distant,slight,0,0,0,6,0.8571428571428571,0.3333333333333333,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
distemper,illness,0,1,0,8,0.8888888888888888,0.3,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
distinctive,typical,0,0,0,9,0.8181818181818182,0.25,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
distinguishable,same,1,0,0,12,0.8,0.23076923076923078,11,False,False,neither,"(0.6,0.8]","(0.2,0.4]",6+
distinguish,perceive,0,0,0,10,0.9090909090909091,0.07692307692307693,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
distort,falsify,0,1,1,7,1.0,0.2,0,False,False,neither,"(0.8,1.0]","(0,0.2]",0
distress,anxiety,0,1,0,7,0.875,0.3,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
distribute,apportion,0,0,0,9,0.9,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
distribute,circulate,0,0,1,7,0.7,0.45454545454545453,1,True,False,bert_only,"(0.6,0.8]","(0.4,0.6]",1
distribute,gather,1,0,1,9,0.9,0.2727272727272727,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
distribution,arrangement,0,0,0,11,0.9166666666666666,0.23076923076923078,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
distribution,classification,0,0,0,8,0.5714285714285714,0.38461538461538464,2,True,True,both,"(0.4,0.6]","(0.2,0.4]",2
distribution,concentration,1,1,1,9,0.6923076923076923,0.4166666666666667,1,True,True,both,"(0.6,0.8]","(0.4,0.6]",1
distribution,density,1,1,1,9,0.75,0.45454545454545453,5,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
distributive,collective,1,0,1,8,0.6666666666666666,0.3333333333333333,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
district,tract,0,0,0,4,0.5,0.42857142857142855,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
district,ward,0,0,0,7,0.875,0.25,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
disturbing,troubling,0,0,0,6,0.6,0.6363636363636364,1,True,True,both,"(0.4,0.6]","(0.6,0.8]",1
divergent,same,1,1,1,8,0.8888888888888888,0.09090909090909091,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
diverge,meet,1,1,1,6,0.8571428571428571,0.125,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
diverse,homogeneous,1,1,1,10,0.9090909090909091,0.16666666666666666,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
diverse,same,1,0,1,6,0.8571428571428571,0.25,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
diverse,separate,0,0,0,6,0.75,0.3333333333333333,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
diversify,specialise,1,1,1,9,0.9,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
divest,commit,1,0,1,5,0.8333333333333334,0.2222222222222222,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
divide,unite,1,1,1,4,0.6666666666666666,0.2857142857142857,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
divine,holy,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
divine,superhuman,0,1,0,10,1.0,0.16666666666666666,4,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
divulge,break,0,0,1,7,1.0,0.09090909090909091,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
doctrine,teaching,0,1,0,6,0.75,0.45454545454545453,0,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",0
document,parchment,0,0,0,4,0.4444444444444444,0.4166666666666667,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
